#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-16.7443719, 31.1979416, 16.0787993, -0.3189218, -0.6492052,  0.6876377, -0.0616384,  1.2686961, -1.6900450,  0.1080425,  1.0359420,  1.1769066,  0.2389239,  0.2294944, -0.4447515, -1.1382200,  2.0387350,  0.8858769,  0.2486495, -0.4890328, -0.0221693,  0.9767481,  0.2873267,  0.5180065,  0.1021137,  0.1046002, -0.7619425)    0    0  15.85487468  5 3.960  12.54116570
(-10.3545579, 29.2414503, 23.7436624, -0.7901627,  0.3740775, -0.2136283, -0.4359723,  1.1435089, -0.1684902,  0.8588279,  1.3693793,  1.4941125,  0.6768081,  0.7477067, -0.3841816,  0.6784096, -0.1332450,  0.0401697,  1.2600369,  0.8060116,  0.2867354, -0.8086435, -1.1116889, -0.9140362,  0.6301237,  0.0724494, -0.2234838)    0    0  26.40556177  7 0.360  17.76072914
(-11.1557808, 18.5068479, 22.7669223,  0.5142884, -0.6838534, -0.3182860,  0.4081005,  2.1855574, -0.1928133, -1.7659352,  1.5264614,  0.0787053,  0.4676802,  0.9796743,  0.1983323, -0.4695016, -0.8451619, -0.0478072,  0.0852397, -0.3399111,  1.2605030,  0.4633616, -0.3023078, -0.5379464,  1.5879945, -0.0002764, -0.9642066)    0    0  19.08043981  3 0.840  13.34317699
(-16.8613244, 27.0235169, 33.5242511, -0.0711537, -0.2037177, -0.1128897,  0.9698928,  0.4715541,  0.2804827, -0.9450411, -1.4913566,  0.4581834, -0.1956970,  0.6527987,  1.3015723, -0.0246085,  0.2967108,  0.3965765,  0.2121672,  1.1225183, -1.1551778, -0.3423434, -1.1121347, -0.0767636, -1.1008568, -0.2996320,  1.7475021)    0    0  11.77679234  3 1.960   7.91260404
(-20.4765652, 26.9475776, 22.5221806, -0.0243041, -0.8255058, -0.1602138, -0.5406300,  0.0271631,  0.3827090,  0.5352057, -0.2200349,  0.2890146,  0.5198731,  0.5111872, -1.2453056, -0.4421184, -0.4163069,  0.0601376, -1.2655840,  0.0961641,  0.9777803,  0.7989896, -0.9248721,  0.8718487,  0.6363130, -0.4687121,  0.4779443)    0    0  26.59030309  2 0.640  17.83414892
(-13.9928128, 27.7735975, 20.5489465,  0.8845964, -0.3248157,  0.0145859,  0.3343219,  0.2271550, -0.6928498, -0.5833476, -0.8607742, -1.1923436, -2.4837318,  0.0183483,  0.5018293, -0.8807126,  0.5169348,  0.9824998,  0.0909028, -0.2402757,  0.0714203, -0.0200951, -0.3661265,  0.1501667,  0.5156143,  0.0967880,  0.6369097)    0    0  29.47500529  6 1.240  20.24358892
(-10.4130310, 29.2745523, 23.2604126, -0.7901549,  0.3740896, -0.2136229, -0.4359786,  1.0588500, -0.1060134,  0.3013638,  1.2234533,  1.2422983,  0.2491448,  0.5486050, -0.1741535,  0.3061954, -0.2377770, -0.1224911,  0.9887180,  0.6370363,  0.2928043, -1.2396813, -1.2835384, -1.0935500,  0.6515791,  0.3653314, -0.2816763)    0    0  26.39787440  9 1.480  18.13260969
(-17.0611443, 31.4578427, 15.7912154, -0.3220040, -0.6470907,  0.6892975, -0.0495555,  0.9830974, -1.4792069, -0.0062977,  0.9322234,  1.1395433,  0.2202690,  0.0179834, -0.6554640, -1.0673332,  1.8656796,  0.8794179,  0.2549385, -0.4952111, -0.1962033,  0.9383706,  0.3979736,  0.4678188,  0.2278750, -0.0155180, -0.7055109)    0    0  20.33451938  1 2.120  14.20398414
(-10.2646456, 18.3337644, 22.6649680,  0.5143074, -0.6838389, -0.3182672,  0.4081156,  2.1010944, -0.2881311, -1.9476563,  1.6758073,  0.3909805,  0.4762741,  1.3120171,  0.0572787, -0.5712135, -0.8867451,  0.0896209,  0.1407439, -0.5820246,  1.1883488,  0.6104297, -0.1043966, -0.2926164,  1.4743420, -0.2846704, -1.3245645)    0    0  19.36407566  1 5.000  13.36803521
(-16.9195902, 26.9668061, 33.4907604, -0.0711881, -0.2036975, -0.1129177,  0.9698913,  0.4497646,  0.1419737, -1.0184891, -1.6720779,  0.4376596, -0.2906953,  0.6503163,  1.3844340,  0.2068104,  0.2620036,  0.1851160,  0.1942842,  1.1316354, -1.1666861, -0.6995918, -0.9548252,  0.1478791, -0.9266046, -0.2562871,  2.1402346)    0    0  11.75387447  5 4.920   7.88609156
(-15.5182718, 30.5964300, 22.5513449,  0.0496171, -0.4745028,  0.2132000, -0.8526025, -0.0506444, -0.1039606, -0.8835255,  0.9415113,  0.3912348,  0.1279053, -0.9048747, -0.6291313,  0.1678545, -0.0448110, -1.3616817,  0.4367972, -0.6618821, -0.2921842,  0.8002382,  0.6095554,  0.7431482, -0.2867118, -0.3516137,  0.7593223)    0    0  28.32322991 11 2.440  18.87632926
(-13.8035716, 25.2006564, 33.1104398, -0.7202082,  0.4046784, -0.2469926, -0.5064881, -0.2999876,  1.6428821,  0.2582710, -1.4547224, -0.4473061, -1.2193504,  0.0569379,  0.2364106,  0.9454222, -0.6568899,  0.1558882, -1.0382150,  0.2805108, -0.9639062,  0.0853968,  0.3884271, -0.8818500,  1.5523967,  0.3376510,  1.0509914)    0    0  23.69112034  4 3.080  16.06390096
(-21.7687340, 29.5383844, 25.9695041,  0.1628434,  0.9047372,  0.3664799,  0.1436142, -1.1849815, -1.0824030,  0.4870984,  0.5549090, -0.1989981,  0.0306869, -0.5801412,  0.2008496,  0.6641139,  0.3771702, -0.3802130, -1.2009325,  0.9038584,  0.7901807, -0.4890993, -0.1950478,  0.5565193,  1.0880786,  1.5143331,  0.3115678)    0    0  17.96130562  1 0.840  12.04736233
(-10.3321758, 29.1809566, 24.0311262, -0.7901607,  0.3740825, -0.2136225, -0.4359746,  1.0981262, -0.1848671,  0.5064161,  1.3631700,  1.4466982,  0.4494024,  0.6569211, -0.2505517,  0.4289496, -0.1557026, -0.0417862,  1.0977919,  0.7023984,  0.2898093, -1.0786699, -1.2130185, -1.0402303,  0.6421237,  0.2582493, -0.2662219)    0    0  26.46786328  7 4.680  17.47589705
